,0,1,2,3,4,5,6,7,8
546340,4634506488115758628,1652817037713970974,2012-12-10T11:01:00-02:00,PARABÉNS PASTOR MANOEL RIBEIRO!,"




Em novembro, nós, membros da Assembleia de Deus em Cidade Nova (O Ministério do Monte - aqui no RJ) tivemos o prazer de comemorar o aniversário de nosso pastor Presidente: Manoel Antonio Ribeiro.



Estivemos presentes, cantando e abraçando este servo de Deus que muito tem nos ajudado a desenvolver a obra missionária.



PARABÉNS PASTOR MANOEL!
",g105523061708814177119,Andreia Luiza,0,"ANIVERSÁRIO,OBRA MISSIONÁRIA,Pr. MANOEL RIBEIRO"
546503,6885102564438874954,165292587484668315,2011-11-15T14:11:00-08:00,,"Nossa como essa vida é desgraçada, avá &nbsp;.. tem que sempre acontecer muitas coisas legais para te animar te deixar pra cima.. mais depois vem um trator desgraçado para te esmagar e te deixar literalmente para baixo... que coisa esse mundo.. PORQUE NÃO SÓ ACONTECE COISA BOAS? queria tanto, queria que que meus lindo sonhos se realiza-se logo.. e que não tive-se tanta&nbsp;violência, tatos crimes..., tanta desigualdade social.. Hoje eu estava vendo na televisão uma criança internada e &nbsp;que os&nbsp;médicos&nbsp;nem queria saber que morre-se a criança. mais se fosse com uma pessoa &nbsp;dinheiro EU&nbsp;DUVIDO&nbsp;que eles iam fazer isso, eles rapidamente socorreriam a pessoa.. aff' &nbsp;que mundo tosco.. que mundo&nbsp;ridículo.. já tô cansada dele. CANSADA'",00699864940497457631,Thuanee ',0,
546711,5459643738818377156,1653178773263851808,2010-01-25T13:16:00-03:00,Viva a tua maneira.,"Tristeza não tem fim / Felicidade simÉ como já diziam Tom &amp; Vinicius. Será que eles sempre acertam? Sim ou Não. 8 ou 80. Não tem meio termo. Nada pela metade. Gosto da vida, da intensidade, sinceridade. E vale ressaltar que isso conta nos momentos de tristeza e de felicidade. Tristeza? Sim! Até nos momentos de tristeza é importante viver a intensidade, principalmente do auto-conhecimento. Não existe fase melhor para se (auto)conhecer. Então, viva a tristeza e se (re)conheça, planeje, mentalize e viva a tua maneira.",15377424625935419612,Marina Morena,0,
546712,6528165584874069484,1653178773263851808,2010-01-08T12:53:00-03:00,Desejo(s).,"Eu só queria saber quem foi o indivíduo que inventou o chocolate? E também queria saber quem inventou a pizza, o pão de queijo, a pipoca, a coca-cola, o pastel, o Mc Donald's, a batata frita, o sorvete e o brownie. Mas o que eu mais queria saber é porque tudo que é bom engorda?p.s.: sim, eu queria todas essas guloseimas agora mesmo.",15377424625935419612,Marina Morena,0,
546714,2435658455236934635,1653178773263851808,2010-01-09T11:06:00-03:00,(só pode ser) de outra vida.,"Eu tenho várias amigas. As amigas da praia, as amigas da balada, as amigas do cinema, as amigas do sushi, as amigas do trabalho, as amigas da faculdade, as amigas da academia, as amigas em comum. Mas será que tenho uma amiga da vida?A 'amizade de uma vida' é aquela onde não importa o tempo da amizade e sim a intensidade desse sentimento. É aquela que você nem lembra como conheceu, mas que bastou o primeiro contato e vocês nunca mais deixaram de ser falar. É aquela que te entende apenas com um olhar, não precisa ser dito nada. É aquela amiga que não tem os mesmos gostos que você, mas lá no fundo vocês são iguais. É aquela que apesar dos rumos opostos que vocês estão seguindo, sempre estão indo para um mesmo lugar. É aquela que tem sonhos iguais aos seus. É aquela que por mais distante que esteja, você sempre sente pertinho. É aquela que você não se imagina sem ela, mas pelas circustâncias da vida, você está longe dela, mas mesmo assim, vocês estão cada vez mais próximas.A 'amiga de uma vida' é aquela que você tem todo um cuidado e que você usa com toda sua força aquele antigo lema: ""mexeu com ela, mexeu comigo"". É aquela que você chora só em vê-la chorar. É aquela que você se sente feliz em cada vitória conquistada por ela. É aquela que você chora de saudade. É aquela que em tudo o que você vê, lembra dela. É aquela que você guarda com todo carinho todas as cartinhas escritas. Foi com ela que você passou os momentos mais felizes e tristes da sua vida. É aquela que te apoiou em todas suas decisões. É aquela que já deu mancada, mas nem isso você lembra.Descrever uma amiga é difícil, mas mais ainda é ter uma amiga de uma vida toda. E, com certeza, sou grata por sentir essa dificuldade em descrever essa amizade que tenho e tanto prezo.Amo você, minha amiga.",15377424625935419612,Marina Morena,0,
546834,4557027384587045299,1653267702308084046,2016-01-02T10:43:00-08:00,Leite Condensado Fit,"Esse post é de uma receita importantíssima! hehe!&nbsp;

Para quem adora um doce (que é o meu caso), esse leite condensado é fácil de fazer e pode ser utilizado em outras receitas (como recheio de bolo, como cobertura, para piña colada, etc).

Ingredientes:

- 1 + 1/2 xícara de leite em pó desnatado
- 1/2 xícara de adoçante em pó forno e fogão
- 1 colher de sobremesa de óleo de coco
- 1 xícara de água fervente


Modo de Peparo:

Bater todos os ingredientes no liquidificador por 3 minutos.

Deixar na geladeira.

Abaixo segue fotinho do leite condensado (na direita). Com ele, fiz uma piña colada! A receita da piña colada também já está no blog.



",15247250781141403146,Camila,0,"Doce,Sobremesa"
546835,194542015662125710,1653267702308084046,2016-01-02T10:37:00-08:00,Piña Colada,"Adoro!!!!!!

Para deixar a receita um pouco mais light, tenho utilizado o leite condensado fit!

Eu outro post, vou deixar a receita dele.

Abaixo, seguem os ingredientes originais! ;-)


Ingredientes:
- 1 medida de leite condensado;
- 2 medidas de leite de coco;
- 3 medidas de rum;
- 6 medidas de suco de abacaxi

Misturar todos os ingredientes e servir com gelo.



",15247250781141403146,Camila,0,Bebida
546963,8594664190053638952,1653446662194976421,2010-06-10T22:42:00-07:00,Ikebana,"O estilo Ikebana ensina que a missão da flor é alegrar a vida, elevar o nível do sentimento humano e harmonizar o ambiente.&nbsp; É a arte japonesa de arranjos florais, também conhecida como Kadoa. Arte floral que originou na Índia onde os arranjos eram destinados a Buda, e personalizada na cultura nipônica, pela qual é mais conhecida. Em contraste com a forma decorativa de arranjos florais que prevalece nos países ocidentais, o arranjo floral japonês cria uma harmonia de construção linear, ritmo e cor. Enquanto que os ocidentais tendem a pôr ênfase na quantidade e colorido das cores, dedicando a maior parte da sua atenção à beleza das corolas, os japoneses enfatizam os aspectos lineares do arranjo. A estrutura de um arranjo floral japonês está baseada em três pontos principais que simbolizam o céu, a terra e a humanidade, embora outras estruturas sejam adaptadas em função do estilo e da Escola.

",03938227226866487472,Projeto Integrador: Liberdade,0,Comunicação e Linguagens
547046,4123134450486505776,16535376,2016-11-11T20:56:00-02:00,pensamentos de travesseiro.,"quem sabe o que é o tempo?
a gente diz que com ele tudo se ajeita, se resolve, acomoda, ou estrepa de vez - e isso eu já vi bastante. mas o que é essa coisa, ninguém se atreve a dizer, não.

se é quantidade de minutos dentro das horas dos dias ou quanto se leva pra esquecer alguém. quantas horas são tempo demais, quanto dias são tempo de menos? e, mais importante, se minha ausência nesses meses tirou meu tempo do seu tempo.

toda a gente vive presa nesse círculo com seus tracinhos, contando em minutos o que quer que logo acabe, segurando as horas daquilo que não quer que acabe, não. medindo em compassos iguais os melhores e piores instantes dessa vida que vai escapando de minuto a minuto e obriga a gente a contar cada um.

às vezes a gente acha que as coisas são rápidas demais ou lentas sem razão, mas, sabe, as coisas são. elas apenas são. cada uma tem seu ritmo e acontece só nele porque se fosse outro compasso, era outra música. se fosse de outro jeito, meu bem, era outra coisa.

eu sei. enquanto a gente fala, o marcador se move embaixo do vidro, em cima do pulso, e temos muito a fazer. me diz, então, só mais uma coisa. quando a gente fala: quanto tempo resta? quanto tempo leva? quanto tempo faz? é mais sobre as batidas de um ponteiro ou de um coração?







",00704159631091906561,Suzana Meireles,0,
547086,3003783299167064207,1653648506086870384,2011-04-17T12:21:00-07:00,Atividades complementares,"

Núcleo de Estudos em Direito Internacional da UFPR  NDI-Ano 2011

No ano de 2011, o Núcleo de Estudos em Direito Internacional da UFPR decidiu flexibilizar o acesso às atividades que serão desenvolvidas neste período.

A necessidade de inscrição foi dispensada. Cada encontro num grupo de estudos contabilizará 1h (uma hora) de atividades complementares para o acadêmico da Faculdade de Direito (UFPR). Lembrando que os eventos são igualmente abertos para acadêmicos de quaisquer faculdades e também para a comunidade em geral.

A frequência mínima (75%) num dos grupos de estudo é exigida apenas para os interessados em redigir um artigo ou resenha crítica para a Revista Brasileira de Direito Internacional, haja vista a necessidade de avaliações periódicas da coordenadora do programa.

Pra quem tiver interesse, acessem o site: http://www.ndi.ufpr.br/

Por Luciane de Quadros",18116350836876740512,Blogados no Direito,0,
547098,3834319830118525629,165366016871210479,2011-09-05T19:24:00-07:00,,"Pros erros há perdão; pros fracassos, chance; pros amores impossíveis, tempo. De nada adianta cercar um coração vazio ou economizar alma. O romance cujo fim é instantâneo ou indolor não é romance. Não deixe que a saudade sufoque, que a rotina acomode, que o medo impeça de tentar. Desconfie do destino e acredite em você. Gaste mais horas realizando que sonhando, fazendo que planejando, vivendo que esperando, porque embora quem quase morre esteja vivo, quem quase vive já morreu.""",12136795311568224286,Lígia Lana,0,
547128,1876411206091104608,1653773822678631017,2011-06-10T06:14:00-07:00,Receitas Caseiras para ter Cuidados com a Pele,"



Olá pessoas, tudo bem?

Vou postar hoje&nbsp;3 receitinhas que você pode fazer em casa. Uma é hidratante, outra esfoliante e outra adstringente clareador.


1º - Tenha uma pele sedosa:

O vento e o sol maltratam muito nossa pele, e para evitar alguns danos temos que trata-lá com muito carinho e para isso siga as dicas de receitas caseiras, para ter aquela pele como uma seda. 


Máscara esfoliante:

1 colher de mel
3 colheres de aveia em flocos

* Junte a aveia e o mel e misture. Aplique na pele fazendo movimentos circulares ascendentes. Essa máscara regula o ph da pele, tornando-a mais homogênea e ajuda na remoção de cravos e espinhas. Faça duas vezes por semana.


Tônico adstringente clareador:

100 ml de água
½ pepino japonês cortado em fatias
4 folhas de hortelã
2 gotas de óleo essencial de lavanda


* Misture todos os ingredientes e deixe descansar de um dia pro outro. Borrifar na pele após aplicação de qualquer outra máscara. Ajuda a regular o ph da pele e atua no clareamento de manchas.





2º - Máscara para hidratar a pele seca:


1 copo de iogurte integral, sem sabor
1 colher de sopa de óleo de amêndoas
1 colher de sopa de mel
½ colher de óleo de semente de uvas brancas 
&nbsp;- &nbsp;folhas frescas de sálvia


* Misture delicadamente o óleo de amêndoas, o óleo de semente de uvas brancas e o mel ao iogurte. Passe no rosto limpo, uma camada espessa e homogênea. Cobrir com as folhas de sálvia. Descansar por 20 minutos. Feito isso, retire a máscara com água fria, enxaguando bem. Enxugar a pele e complementar o tratamento aplicando sobre todo o rosto e pescoço uma boa quantidade de hidratante, específico para seu tipo de pele. Aplicar uma vez por semana.




Bom, por hj é isso!
E&nbsp;vocês, tem alguma receitinha caseira para se embelezar? 



#bjs
Loma














Deixe seu comentário&nbsp;marcando alguma reação:",07339118885626441783,Paloma Otero,2,"cuidados com a pele,hidratação,pele,receitas caseiras"
547132,1140613285176139814,1653773822678631017,2011-06-14T07:29:00-07:00,Cores do Verão,"Hello peoples....tudo bem?

Bom, depois dessa sumidinha básica por conta do job, vou postar hoje cores para serem usadas neste verão. Mês de Julho, biquines novos, óculos de sol novos, e cores de sombras novas também. E para ajudar vocês a escolher as cores que estão sendo tendência, separei algumas fotos da&nbsp;p/ vocês&nbsp;darem uma olhadinha e se basearem por elas.



Primeira opção de cores:
﻿



maquiagem fluor




﻿ 


maquiagem fluor: estilo praia/ litoral
﻿ 






maquiagem fluor: estilo balada/social noite





Essa primeira imagem traz uma tendência conhecidíssima já em SP e no Rio, a moda Fluor. Nada mais é do que cores mais vibrantes do que aquelas que a gente já conhece. Neste verão você só tem uma regra: aposte no colorido (mas sem exageros). Você pode fazer uma combinação de cores de tons e sobre tons ou até mesmo escalas de cores, mas sempre condizendo com&nbsp;o&nbsp;horário e local pra onde você vai.



Segunda opção de cores:
Muitas pessoas tem medo de inovar o make com cores, principalmente&nbsp;quando se trata de&nbsp;azul e/ou verde, ai surge váááris dúvidas de como usar, com o quê, pra quê, com que tipo de roupa oou ocasião combina, se pode usar acessórios ou não, que cor ou tom de batom usar pra combinar...enfim, são inúmeras perguntas que aparecem na cabeça. É importante ressaltar que o azul e o verde são cores que dão maior destaque dependendo do tom, quanto mais claro, mais chamativo, quanto mais escuro, mais discreto!Enganam-se quem pensa que essas cores só servem para quem é mais jovem ou pra quem tem o tom de pele mais claro......dependendo da tonalidade, o resultado fica ótimo para todas as idades e cor de pele.





Azul Celeste: sugestivo pra noite/balada/jantar







Pele mais clara: azul royal e branco iluminador/despojado








Azul escuro ou fechado: pele morena

&nbsp;
&nbsp;






&nbsp;
O verde também anda fazendo o make de muitas mulheres que procuram inovar...﻿

﻿ 

Pele clara: Verde Acquarela
﻿ ﻿ 

&nbsp;
﻿ 

Pele morena: Verde Escuro
﻿




﻿ 


Ruivas: verde musgo e verde lima
﻿ 




E para finalizar, os tons de batons para esse verãozão não mudam muito, só que eles ficam mais vibrantes.&nbsp;Os&nbsp;fortes ficam pra&nbsp;ocasiões a noite&nbsp;e&nbsp;suaves, pra passarem ocasiões de dia, como praia, pois&nbsp;a idéia é de relaxamento.
&nbsp;






&nbsp;

Tons meio fluor








&nbsp;







Então é isso gente, se joguem nas cores, abusem da criatividade, não tenham medo de brincar de pintar&nbsp; o rosto...mas use tudo com moderação e divirtam-se!! xD


#bjsLoma










Deixe um comentário marcando uma reação:",07339118885626441783,Paloma Otero,1,"batons,sombras,tendência verão"
547183,1638579135144951283,1653807961122046538,2013-05-21T21:58:00-03:00,Left Hand: representante da nova geração do Thrash Metal lança EP,"





Um dos representantes da nova geração do Thrash Metal nacional, os cariocas do LEFT HAND lançaram oficialmente o EP “Scientifical Plague” no último dia 05/05 em concorrido show em Rio das Ostras (RJ). O EP&nbsp;
foi gravado no estúdio Mr Som, em São Paulo (SP), com produção a cargo dos renomados Marcello Pompeu e Heros Trench. A sonoridade do grupo é influenciada por nomes como Exodus, Testament, Sepultura, Pantera e Exhorder, resultando em uma sonoridade agressiva, equilibrando pesados riffs de guitarra, velocidade, além de passagens cadenciadas.



Track list:



01. Countdown For A Life

02. Scientifical Plague

03. Fire Of Straw

04. Last Bitter Tear

05. Submission (feat Marcello Pompeu do Korzus)



Assista o videoclipe do single “Scientifical Plague”:&nbsp;http://youtu.be/ZVX35yYTWQE



Links relacionados:

www.lefthand.com.br

www.facebook.com/lefthandofficial

www.twitter.com/LEFTHANDBR

www.youtube.com/user/Lefthandofficial



Fonte: Island Press
",08453810454099197835,Robson Hirae,0,"Brasil,EP,Heros Trench,Left Hand,Metal Brasil,Mr. Som,RJ,Thrash Metal"
547257,354021417810994241,1653947594991053094,2011-07-07T18:19:00-07:00,,"
""Ninguém tem todas as respostas, e as vezes, o melhor a fazer é simplesmente se desculpar e deixar o passado pra trás !
&nbsp;As vezes, a gente tem que olhar para o futuro, e ter a consciência de que,&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; mesmo que a gente pense que já viu de tudo,&nbsp;a vida ainda pode nos surpreender !&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 
E nós também, podemos&nbsp;sempre&nbsp;nos surpreender !""


( GossipGirl, por SimpleGirl )",05274421261475400757,simplegirl,0,
547261,7022602272288547189,1653947594991053094,2011-07-02T17:48:00-07:00,Trio Loucura \o/,"
Nós?&nbsp; Um trio, que não se vê em qualquer esquina. rs'Somos atrizes, dançarinas, cantoras.Somos as doidonas, bebadas, badaladas.Já gostamos de uma boa resenha, um bom ""tuntz .. tuntz .. tuntz .."",e uma boa SMIRNOFF pra acompanhar.
Somos aquele TRIO LOUCURA, que quando passa, muita gente pára, olha, e pensa: ""COMO ELAS SÃO LINDAS a_a"". E a gente?NA MAIOR HUMILDADE, se dá com todo mundo, sem o menor problema.
Mas nossa vida não se resume a isso. Até porquê, somos amigas.E amigas de verdade, não estão só nos bons momentos.
Brigamos umas com as outras as vezes.Erramos feio, nos arrependemos, e choramos umas pelas outras.Porquê cada passo que damos, qualquer coisa, nos leva a momentos que passamos juntas. Não importa se estejamos juntas ou separadas.
Nossa fortaleza, é a nossa união, independentemente se essa união fique á QUILOMETROS &amp; QUILOMETROS de distância.
Porquê amizade, é um dos sentimentos mais fortes que há no UNIVERSO!Porque AMIZADE, é a simplificação do amor, união,respeito, humildade em uma unica palavra.
E o segredo desse trio sempre estar forte, e durar,é porquê sabemos o que tudo isso quer dizer.
(SimpleGirl, ddc á: Iane M, Ana P e Bárbara F - Trio Loucura)",05274421261475400757,simplegirl,0,
547405,7345004203586192048,165409907662964870,2011-02-23T08:34:00-08:00,Super Dica para comprar um ótimo Cavaquinho!,"
Cavaquinho Vazado Ramá... Este eu Recomendo!  ""Uso esta marca de Cavaquinho há 06 anos. Neste tempo deu para observar e  comprovar diversas qualidades e vantagens neste instrumento"":  

Diferencial  

- Design Autêntico, Exclusivo e Patenteado;   
- Escala Exata;- Afinação Perfeita;  
- Captação especial com sistema de equalização Ramá (alta potência nos volumes); &nbsp;  
- Nível zero de microfonia (ruído indesejável de alta freqüência – agudo);- Baixíssimo peso e ótima ergonomia no corpo e braço do instrumento;  
- Fabricação com qualidade e exigência profissional! &nbsp;&nbsp;  


Mais informações:Arthur Jr. (Mr. Cavaco) 
www.mrcavaco.orge-mail: mrcavaco@mrcavaco.orgmsn: mr.cavaco@hotmail.com ",00975589419604160052,Arthur Jr.,0,
547413,2822150591362597745,165409907662964870,2011-02-22T06:22:00-08:00,,"
São Paulo, 18 de Fevereiro de 2011 - A dupla de compositores Monarco e Marquinho do Pandeiro (foto) foi a grande vencedora do 3º Concurso de Samba de Quadra, na final disputada nesta quinta-feira à noite, 17/02, no Circo Voador, no Rio de Janeiro. A vencedora da noite foi ""A grande conquista"", clique aqui para ouvir.


Cerca de 3 mil pessoas assistiram ontem, no Circo Voador, a finalíssima do 3º Concurso de Samba de Quadra, ao qual concorreram compositores famosos e de todos os cantos e que contou também com shows de  Zuzuca do Salgueiro, Diogo Nogueira e do grupo Fundo de Quintal.


A grande vencedora da noite foi a música “A Grande Conquista”, de Monarco e Marquinho do Pandeiro”. Seus autores ganharam o Troféu Jamelão e R$ 5 mil. “Não se Cala o Samba Assim”, de Espanhol e Sylvio Paulo, ficou em segundo lugar, com o prèmio de R$ 3 mil e, em terceiro, “Suburbano”, de Noca da Portela, Noka Neto e Toninho Nascimento, com R$ 2 mil.


O projeto Concurso de Samba de Quadra é realizado pela Light e traz a direção geral de Paulo Roberto Direito. A direção artística é de Haroldo Costa. O 3º Concurso de Samba de Quadra recebeu, desde o seu lançamento, em setembro de 2010, mais de 1300 musicas inscritas.


Entre os integrantes do júri, presidido pelo pesquisador musical Ricardo Cravo Albin, estão nomes como Moacyr Luz, Hiran Araújo, Leleco Barbosa, Quitéria Chagas e Aline Prado (Globeleza).",00975589419604160052,Arthur Jr.,0,
547549,8785767879817676417,16542132352976527,2010-05-26T08:49:00-03:00,Tudo novo de novo !!!,"Eu estava lendo os posts mais antigos do meu blog e morri de rir. MEU DEUSSSS!!! Nem Almodovar gosta de tanto drama, mas como uma amiga minha disse certa vez, eu sou uma personagem de Almodovar e de Woody Allen. Acho que essa mistura não dá muito certo. Bom, o certo mesmo é que vi o quanto estou mais calminha e menos melancólica. Percebi certa evolução. Resolvi ler o blog todinho ontem porque acabo de inaugurar uma novíssima fase de minha vida: Estou morando numa cidade do interior, sou chef de cozinha de um restaurante novo, não tenho pretendentes, ocupação fora do trabalho e nem divertimento (nada de cinema, teatro, barzinho com os amigos, etc, etc, etc). Tenho pela frente um enorme desafio profissional, uma batalha contra a solidão e contra aquele banzo que sempre bate sábado de tardezinha ou domingo o dia inteiro. Tenho pela frente a obrigação de vencer, de superar tudo isso. Estou intimada a sorrir da vida, pra vida, acarinhar as pessoas com minha comidinha, perfumar os corredores do hotel com os aromas da comida feita com amor. É isso!",15844765567576404192,Juliana Coelho de Andrade,1,
547553,2546508994800705598,16542132352976527,2010-03-02T13:26:00-03:00,"...e se ""encerra"" um capítulo da Odisséia!","Parei na parte do primeiro beijo, né? Tá. Depois desse beijo vieram outros, não tantos, pois o pessoal ""aos pares"" estava cansadão e queria ir embora. Antes de nos despedirmos trocamos o telefone e o DDD dele era 011, pode? Uma criatura vai de Recife a Fortaleza para encontrar outra de São Paulo?! Não podia ser um cearense? Fortaleza nem é tão longe. Pois é, mas no dia seguinte ele enviou mensagem, e saímos novamente, foi legal novamente, continuamos nos comunicando via torpedos e ainda nos encontramos pela última vez em Recife. Foi bom, ""visse""? Acho que serviu pra eu dar uma amolecida no coração, eu andava tão fechada, não deixava ninguém chegar perto de mim. E agora... Ficou uma lembrança boa, não é paixão nem nada do gênero, talvez uma sensação revigorada, leve, bonita, pois foi bonito. É isso. ""Encerrado"" esse episódio, veio à minha cabeça a questão profissional. E eu só vou falar sobre isso mais tarde, pois tenho que terminar um trabalho agora - hehehe. Até mais =D",15844765567576404192,Juliana Coelho de Andrade,1,
547556,3358437703041003267,16542132352976527,2011-01-17T00:25:00-03:00,2011!,"Andei pensando sobre o que escreveria no final do ano passado, afinal, se encerrava um ciclo, mais um ano ficando pra trás, mais um ano vindo e trazendo consigo um bocado de esperanças, desejo de renovação, de amor, de paz. Mas eu resolvi que não escreveria sobre o final, resolvi que escreveria sobre o começo. Sobre 2011 e em 2011. E esse ano se mostrou difícil como todos os últimos 20 anos de minha vida. Só foram tranquilos de verdade os tempos de criança, os tempos de Salgueiro, Araripina, Ouricuri... Mas os tempos de ""adulta"", apesar de duros, foram bons, e eu entendi que não devo esperar que as coisas estejam sempre boas, eu é que devo estar sempre bem. O mundo é foda, logo, não devo ""me garantir"" nele. Tenho vivido os dilemas da mulher de 30, os dilemas da liderança feminina, os dilemas da ovelha negra da família, os dilemas de quem assume sua vocação profissional ""um pouco"" ""tarde"". Tô maluquinha. Acreditem. Mas sinto uma vontade enorme de não jogar fora nenhum segundo, nenhuma oportunidade, nenhum crédito de confiança. Tenho trabalhado como uma formiguinha operária, e tenho, ainda, tomado uma cervejinha gelada com os amigos, dançado de vez em quando, sorrido, feito palhaçadas pra espantar a tristeza. E no meio de tudo isso, ainda conheci um cara bem legal. Não é um namorado, mas um cara bem legal (kkkkkkkkkkkkkkkkkkkkk...). Ah! Ao longo dos anos, no campo do coração, entendi que cautela nunca é demais. Bom, nesse ""começo"" também tem espaço pra ""novos"" e ""audaciosos"" planos: emagrecer, viajar, dar um corte no cabelo, entrar na academia, voltar pra o curso de inglês, fazer uma viagem romântica, comprar o manual de técnicas do Cordon Bleu, visitar meu irmão caçula em Brasília, fazer uma faxina no guarda roupa e morar sozinha. É isso. Nesse começo eu vou com tudo, e o final só pode ser o sucesso, né? Eita, por falar em sucesso... carnaval já tá dando as caras!!!!",15844765567576404192,Juliana Coelho de Andrade,0,
547558,6605460350445822907,16542132352976527,2010-04-24T00:20:00-03:00,"""Talvez sim"" ou ""talvez não""?","Eu acabo de ter uma pseudo discussão com uma prima. Querem saber o motivo? Pois bem, vou contar meio entristecida e peço que entendam mesmo como desabafo - kkkkkkkkkkkkkkkkkkkkkk. Bom, estávamos assistindo um programa de TV e aparece uma mulher bem bonitona que se casou com um cara super importante e rico. Não demora e minha prima lança: ""Onde uma mulher bonita dessas vai se interessar por esse cara velho?"". Olha, aquilo bateu nos meus tímpanos como uma espinha de peixe atravessada na garganta. Sinceramente? Acho isso tudo uma bobagem. Por que a mulher não pode ter se interessado de verdade pelo cara? Quer dizer que ter grana significa não ser interessante, ser incapaz de despertar amores verdadeiros? E em todas as nossas relações não existe um certo interesse? Interesse em segurança, companhia, conhecimento, atenção, carinho, amizade? As pessoas se aproximam porque se interessam mutuamente. Ou não, né? Mas o interessado pode conquistar o desinteressado. Pode acontecer, também, da coisa inverter: O desinteressado pode passar a interessado e desinteressar-se. São infinitas as possibilidades. Mas o que eu acredito mesmo é que o amor pode brotar das situações mais sui generis, não se pode duvidar de sua força, da sua capacidade metafórfica (eita porra - kkkkkkkkkkkk). E a mulher pode ser mesmo só uma interesseira, mas talvez o cara, tratado por minha prima como um bobão sendo sugado pela bonitona esperta, só queira isso: Uma bonitona interesseira que caiba bem nas fotografias de eventos sociais e no papel de bela mãe de belos filhos. E talvez não. E talvez sim. E talvez não... o ideal é não julgar, não é mesmo? Só ela sabe onde seu belo salto 15 de grife aperta.",15844765567576404192,Juliana Coelho de Andrade,3,
547676,2079103568655683624,16543276,2012-04-10T11:47:00-03:00,Bullying,"
Há pouco tempo a palavra bullying nem era conhecida. Agora virou tema importante na mídia, nas escolas, na família.

Engana-se quem pensa que se trata de algo novo. O termo agora vem à tona para tratar algo que já vem causando sérios prejuízos psíquicos há muito mais tempo do que se imagina.

Apelidos pejorativos, um comentário de mal gosto que pega, que faz sucesso na turma e daqui a pouco a criança ou o adolescente está completamente envergonhado, subestimado, ridicularizado e ferido. Sua autoestima prejudicada, talvez, pelo resto da vida.

Mas onde nasce, necessariamente o comportamento que gera a violência para com o coleguinha? Onde nasce o bullying? De onde vem essa forma desrespeitosa e prejudicial de tratar o outro?

Infelizmente, da própria família. É isso mesmo. Quando o pai se compara com o vizinho e se considera mais rico, mais forte ou mais bonito que o vizinho; quando a mãe critica todas as colegas de trabalho pontuando que se vestem mal...  Quando o irmão mais velho aponta o amigo como feio ou cheio de defeitos...  Esse tipo de comportamento gera na criança a idéia de que  o outro não é lá tão importante ou não valha muita coisa.

Se na família a gente conseguisse gerar uma cultura de profundo respeito, de tolerância, de diálogo e de reverência aos outros – a todos os outros – a gente não tinha que sofrer com tantas vítimas envergonhadas, subestimadas, humilhadas e afetadas em sua autoestima.",13066834080918264492,Ieda Sampaio,0,Psicanálise Clínica
547708,8388161775620980253,1654403410405417689,2012-02-23T20:56:00-08:00,Deixar rolar,"



Surpreendido novamente. De um modo diferente.
Dessa vez, decidi largar mão de tudo que fosse convencional e clássico.
Decidi ser eu mesmo, sem limitações.
Decidi rir e fazer rir.
Percebi que existem pessoas certas em momentos certos.
Mesmo que não tenha sequer um destino traçado, estou gostando muito dessa viagem.
Por qual motivo você me arrebata? É tão bom.
Por um momento esqueço de todos os meus problemas e fico apenas sonhando.
Na verdade, sei que sonhar não é tão saudável assim. Bom mesmo é realizar.
Mas, realizando ou não, o importante é que eu estou vivendo.
",12898263681457432097,Douglas,0,
547794,8322804345970713622,1654500947502595363,2012-04-18T10:57:00-04:00,,"
Recolhe os cacos e joga pra trás. Que cortem os pés de quem tentar me seguir, que cortem meus pés se eu tentar voltar.",10284560014440540091,Shey,0,
547797,177968312520537140,1654500947502595363,2011-12-06T18:06:00-04:00,,"
Sou tão adulta quanto a vida me exija e tão criança quanto o coração me implore. Sou decisão, 0.8 ou 800, sou sono profundo e insônia, montanha russa, descompasso, sou desastrada, exagerada, insensata no amor, passional no ciúme, doente na paixão, sou toalha molhada na cama, sou mil livros na cabeceira e 'trocentas' músicas na cabeça, sou aquele choro de deixar a cara amassada e aquela risada que pode ser ouvida do outro lado da rua, sou coração simples e humilde, mas sempre certo. Sou tanto erro e tão pouco acerto, tanta sorte e tão pouco juízo, tanta coragem e tão pouco destino. Sou isso, sou outras coisas, mas sou eu mesma.",10284560014440540091,Shey,0,
547801,1404176947545569428,1654500947502595363,2012-04-18T10:58:00-04:00,,"
Já vi mulher de mini saia com integridade, já vi mulher de vestido no pé sem respeito algum. Quando roupa definir caráter alguém me avisa, por favor.",10284560014440540091,Shey,0,
