id,qual_o_sentimento_predominante_no_texto,qual_o_sentimento_predominante_no_texto:confidence,blog_id,blogid,comments,content,datetime,img,img_max_polarity_idx,img_max_polarity_val,labels,name,negemo,posemo,post_id,postid,relative_polarity,title,user_id,wc,what_is_the_sentiment_feeling_of_the_image,what_is_the_sentiment_feeling_of_the_imageconfidence
1755476895,1,0.3518,,"1,60242071148935E+018",0,"Se um dia na sua vida você tiver que saber quem na vida mais te amou, quais foram as pessoas que mais te amaram de verdade, é só descobrir as pessoas que mais te perdoaram. É uma matemática fácil de ser feita. Porque na vida nós só temos o direito de dizer que amamos, depois de muitas outras vezes termos precisado perdoar alguém. Que o amor é justamente o momento em que você descobre o outro fazendo tudo errado, tudo ao contrário do que prometeu, e mesmo assim você ainda tem reservas aí dentro pra trazê-lo de volta, pra olhá-lo nos olhos no momento em que ele não merece, pra desconcertá-lo com seu perdão no momento em que ele esperava sua gozação. E nisso, Jesus é mestre!!!Da mesma forma, se você quiser saber quem você mais amou é só começar a contar nos dedos as pessoas que você mais precisou perdoar. Porque o amor não existe fora do perdão. Se essas pessoas que dizem que te amam só porque você faz as coisas certas, cuidado!!! Porque no dia em que você não conseguir fazer tudo certinho e ela te dispensar, não fica triste não… É porque nunca te amou!!!

(Pe. Fábio de Melo )",,http://4.bp.blogspot.com/_MhTsMd9Bbmo/TTDFFl4bfhI/AAAAAAAAAFA/KT9aQjK9cHo/s1600/2503.jpg,2,0.43997952,,As coisas loucas confundem as sábias,4,22,,"1,90370147627741E+018",0.08333333333333333,O amor....,"1,56354466259695E+019",216,2,1
1755476896,2,1,,"1,62418432062094E+018",0,"







Primeiro, gostaria de agradecer aos amigos e familiares, pelas diversas mensagens, recados e felicitações pelo meu aniversário, quarta - feira passada, 28 de setembro. Queridos, mais uma vez, obrigada, de coração.&nbsp;

Segundo, agradeço à Deus, por mais um ano de vida. Pelo dom de viver, pela oportunidade de&nbsp;celebrar a vida! Obrigada à todos por todas as felicitações, mensagens nas redes sociais e quem lembrou de mim direta e/ou indiretamente.&nbsp;

&nbsp;Feliz ""Ano Novo""! Feliz Aniversário para mim!!&nbsp;Um beijo no coração de cada um!!




🙏😘❤",,http://4.bp.blogspot.com/-hw23aY4RL9o/V_lnmMbVZlI/AAAAAAAAAhA/gttpIA39g5wU8vmkxMlz5EJQ8ep462J8wCLcB/s1600/Eu%2B-%2BCARLA..jpg,2,0.50737065,,Carla Ferreira,0,8,,"7,06757859617099E+018",0.0851063829787234,2.6.,"1,08838818855698E+019",94,2,1
1755476897,2,1,,"1,63607996587317E+018",0,"




















Mãe, é com o coração carregado de muita emoção&nbsp;

e&nbsp;alegria, que mais uma vez, estamos aqui.





Neste tão iluminado e abençoado dia&nbsp;

para lhe dizer, de nossa&nbsp;felicidade.&nbsp;

Dando graças e louvando o Senhor, por ter nos dado

o&nbsp;privilégio&nbsp;de ter você como mãe.





Através destas poucas palavras,

queremos expressar o tamanho do nosso agradecimento

por tanto zelo, tanta preocupação e sempre tanto&nbsp;amor.





Este é o dia no qual todas as atenções

se voltam para as mães, pelo reconhecimento

e grandeza de sua sublime missão.





Que no decorrer da sua&nbsp;vida

possamos compartilhar, não dessa alegria

mas de todos os outros momentos

que são de igual importância.





Que Deus, lhe conceda muita paz, serenidade

e muita força, para que você, não siga em frente

sua jornada.





A sua persistência e seus cuidados,

fazem de ti mãe, uma lutadora,&nbsp;

e porquê não dizer, uma vencedora.





Na verdade mãe, não precisamos de uma data especial

para lembrar de sua pessoa.

Apenas uma razão muito simples,

amor e respeito.



Parabéns, pelo seu Dia das Mães.

Com muito amor,







Sleeper Móveis Infantis



",,http://3.bp.blogspot.com/-sxEH9cCMpdE/UYvi0XiKV3I/AAAAAAAABFg/kgZlni9aITg/s1600/amor+de+mae+(1).jpg,2,0.43676612,,Sleeper,2,23,,"6,66733094152668E+018",0.09722222222222222,Feliz dia das Mães!,"1,81009665391156E+018",216,2,1
1755476898,1,0.6674,,"1,63607996587317E+018",0,"



A prevalência de dor lombar durante a gestação varia de 50 até 80% das
mulheres. As alterações hormonais, vasculares, o aumento de peso, as alterações
posturais e a frouxidão ligamentar são algumas das causas das dores na região
baixa da coluna. Alguns estudos tentam identificar os fatores de risco, sendo
que os mais comuns são: dor lombar antes da gravidez e menor nível sócio
econômico, sendo que este último está relacionado com movimentos repetitivos e
carregar pesos.

Apesar de ser considerada comum, a lombalgia é um sintoma que, em grau
maior, pode causar incapacidade motora, insônia, depressão, e podem impedir a
gestante de levar uma vida normal. Como as dores podem provocar uma limitação
importante na vida diária da gestante é um assunto que não deve ser
negligenciado.

Levando em consideração
que algumas pesquisas demonstram que mulheres que tem uma condição física
melhor apresentam menor chance de desenvolver a lombalgia durante a gravidez,
temos aqui mais um motivo para ter um estilo de vida ativo, mesmo que se inicie
durante a gestação.

O fortalecimento muscular do abdome e coluna lombar, bem como o
relaxamento da musculatura das costas ajudam na prevenção e diminuem as dores.
No entanto, mudanças de hábitos como forma de dormir, levantar e carregar pesos
também precisam ser revistos. Quando estes recursos não produzem efeitos
positivos os medicamentos (prescritos pelo médico) e a fisioterapia poderão ser
utilizados, além de cintas de sustentação do abdômen.

Como a dor lombar é um fator comum, se faz necessário o controle desta
variável durante a execução dos exercícios, bem como as modificações de algumas
posturas para não aumentar este desconforto. Os relaxamentos e massagens são
técnicas que podem ser utilizadas durante as aulas. A hidroginástica também é
uma boa atividade, pois a água produz um relaxamento natural, além de não
provocar impacto nas articulações e diminuir os inchaços.

Algumas pesquisas relatam que as dores lombares também podem se
manifestar no pós-parto, agora decorrentes dos cuidados com o bebê, pois a mãe
adota algumas posturas inadequadas na troca de roupas, banho e amamentação.
Sendo assim, os exercícios devem ser retomados assim que houver liberação
médica, bem como modificar as posturas que prejudicam a coluna.







",,http://4.bp.blogspot.com/-OFpJP3CL8Xo/UXl6wDRXtTI/AAAAAAAABEU/xyRQZyAgzSQ/s1600/03072012225859_1341367139.jpg,2,0.42155588,,Sleeper,29,24,,"6,21178178719103E+018",-0.012195121951219513,Exercícios para prevenção e controle da dor lombar na gestação,"1,81009665391156E+018",410,2,1
1755476899,0,0.6582,,"1,63633197614832E+017",0,"



Sinto saudades ...

De abraços

De momentos

De pessoas

De tempos em que eu não precisava me preocupar

De risadas...

Mas tudo isso se foi&nbsp;

E só a saudade ficou...
",,http://2.bp.blogspot.com/-dhtMefuNCXQ/T_V9dqukfuI/AAAAAAAAAGk/KhubE4YOWPY/s1600/saudades.jpg,2,0.43260258,,Flávia Lima,2,1,,"2,90311925233803E+018",-0.03125,Saudade!!,"1,03041696178892E+019",32,2,1
1755476900,2,0.638,,"1,65586155601526E+018",0,"“Encontre um homem q te chame de linda em vez de gostosa. Q te ligue de volta qdo vc desligar na cara dele. Q deite embaixo das estrelas e escute as batidas do seu coração ou q permaneça acordado só para observar você dormindo. Espere pelo homem q te beije na testa q queira te mostrar para todo mundo, mesmo qdo você está insegura. Um homem q segure tua mão na frente dos amigos dele. Q te ache a mulher mais linda do mundo mesmo qdo você está sem nenhuma maquiagem e q insista em te segurar pela cintura e te pegar no colo.Que sempre te faça rir e quando vc estiver triste seja o primeiro a tentar te animar. O homem que quando vc sente ciumes tente provar pra vc naquele instante que vc é unica.Aquele q te lembre sempre o qto ele se preocupa com você e o qto sortudo ele é por estar ao teu lado. 



Espere por aquele q esperará por você. Aquele q vire para os amigos e diga: É ELA!"" 
Engraçado, é que ELE é assim...e eu teimo em ñ enchergar...tá na hora de cair a ficha!!!





",,http://3.bp.blogspot.com/_ZtDBdUPQ_Ao/TP0zZJz2frI/AAAAAAAAAQs/tttCqp-15aQ/s1600/fotos-romanticas.jpg,2,0.44108865,,Jevaneci,4,14,,"7,10644344181642E+017",0.051020408163265314,"""...o amor é paciente...""","1,65427112145371E+019",196,2,1
1755476901,0,1,,"1,61139795966506E+018",0,"Talvez ela só precise de um pouco de atenção, de alguém que cuide do seu coração. Talvez seja a hora dela parar de sonhar e finalmente acordar! Ela só queria um cantinho pra ficar onde ninguém a pudesse tocar. As vezes ela queria fugir, sumir. As vezes ela sorri para não chorar. as vezes ela tem que fingir para não ter que mentir! As vezes ela tem que parar para não se magoar. E tantas vezes ela não chora para ser forte, ri para não desabar. Ela brinca só para se animar. Mas no final ela sempre tenta mudar procurando sempre melhorar e assim ela vai tentando encontrar o seu lugar nesse mundo maluco de pessoas sem tempo para amar!",,http://3.bp.blogspot.com/_slRKac5uNyY/S3Hv_6tM1sI/AAAAAAAAAGk/hI_Qctgi1Rg/s1600-h/370.jpg,2,0.60436785,,Desabafo,6,11,,"5,96788023546141E+018",0.03875968992248062,um pouco de atenção!,"1,7745490541065E+019",129,2,0.6677
1755476902,2,0.6931,,"1,6560013541774E+018",2,"Roseana Murray




Fabrico uma caixa mágica
para guardar o que
não cabe
em nenhum lugar:&nbsp;
a minha sombra
em dias de muito
sol,
o amarelo que sobra
do girassol,
um suspiro de
beija-flor,
invisíveis lágrimas
de amor.

Fabrico a caixa com
vento,
palavras e
desequilíbrio,
e para fechá-la
com tudo o que leva
dentro,
basta uma gota de
tempo.

O que é que você
quer
esconder na minha
caixa?&nbsp;",,http://1.bp.blogspot.com/-8Oy2BgYG_QU/UNJa_kFeNzI/AAAAAAAAAhI/mGhY0qOMwKw/s1600/3145.jpg,2,0.52300066,,Giselle Silva,0,6,,"1,49988987462791E+018",0.07792207792207792,CAIXINHA MÁGICA,"1,29562199626547E+019",77,2,1
1755476903,2,1,,"1,61811586411758E+018",0,"




Família não
escolhemos; Alguns tem as melhores, outros já nem tanto. Alguns as
amam, outros as querem longe, e tem aqueles que preferem se afastar
para evitar problemas. Muitas se destroem por razões desconhecidas
até pelos mesmos; Outras por sua vez são unidas por ternos laços
de um amor infinito. Independente de qual família você tenha, a ame
intensamente. Ela é um presente divino feito sob medida para você,
se não esta contente com o que lhe foi oferecido, é porque você
nasceu para fazer a diferença, mude o rumo do livro vida que muitos
julgam estar escrito, se estão todos separados tente unir; isso irá
lhe tornar mais forte que você já é. E se não conseguir use de
exemplo de como você irá educar a próxima geração da família
para que tudo seja diferente. E se já esta unida, faça de tudo para
que permaneça assim; Ligue, pergunte como vão as coisas, conte
piadas, marque jantas, dê presentes, dê um abraço, dê o melhor de
si, pois quando você estiver mal, eles irão estar la para lhe
ajudar, conversar, dar um outro ponto de vista sobre seu problema
cujo qual você nem imaginava. A maneira de ajuda também pode mudar;
um simples gesto e expressão de sentimento, pode mudar um dia, mudar
um humor, as vezes até salvar uma vida. Cante, viva, celebre a vida,
pois aqui nada é eterno se não os sentimentos e as lembranças
deixadas por você. Torne-se inesquecível, insubstituível, para que
todos te lembrem com alegria.",,http://4.bp.blogspot.com/-FeED-Q_QV8w/T5tex_GDQtI/AAAAAAAAACI/mxmyGWQZ34A/s1600/Untitled3.jpg,2,0.48051104,,Rafael D.,7,21,,"8,72095094163831E+017",0.05128205128205128,Laços Eternos,"7,44361599989846E+018",273,2,0.6585
1755476904,2,1,,"1,6560013541774E+018",0,"Bruno de Paula









O amor não se define.
Não cabe em palavras.
Amor é um afago,
Ladeado de procura.

Amor é um coração em eco,
Pulsando sem ritmo.
Um olhar cego.
A ternura de um sorriso.

O amor é a alma que fala.
Poema que não acaba.
Gestos que não se aprende.
É tudo, nunca um pouco.

O amor é vida.
É o universo em sonho.
É vento num labirinto,
Onde perdido ... Me encontrei





",,http://2.bp.blogspot.com/-5hDN0sWuPK0/UM-51kfIPCI/AAAAAAAAAgA/6kD-AtO18jo/s1600/df2cc9d80d.jpg,2,0.51400506,,Giselle Silva,1,6,,"4,45887524917574E+018",0.06944444444444445,AMOR EM VERSOS,"1,29562199626547E+019",72,2,1
1755476905,2,0.6799,,"1,65608356800819E+018",1,"
Mas é preciso ter manha, é preciso ter graça, é preciso ter sonho sempre...  
(...) Quem traz na pele essa marca possui a estranha mania de ter fé na vida.”  

Milton Nascimento  

  P.s: Fé que impulsiona.",,http://4.bp.blogspot.com/-LWfk2lRxxDA/T1EoPKw7eOI/AAAAAAAAAhw/AfMzrQm6EiU/s1600/15207119_large.jpg,0,0.44013765,,Vanessa Castro,2,3,,"3,78231459296958E+018",0.029411764705882356,Mais é preciso...,"7,76101910777096E+018",34,2,1
1755476906,0,0.6582,,"1,63649887088304E+018",0,"E ao longo de três anos, estou de volta...
Tanta coisa aconteceu...
Coisas ruins,
Coisas boas.
E a vida continua.
Mesmo sendo ela nua e crua.
Mas continua.
E eu dentro dela
Ainda respiro.










",,http://2.bp.blogspot.com/-nr872wKu1JY/TUC4Ti2lRxI/AAAAAAAAAdA/5naU0Aawv7A/s1600/imagem%25252Bde%25252Blado.jpg,2,0.46770456,,Mônica Maria Jardim,2,1,,"3,61963799023543E+018",-0.028571428571428567,Voltei...,"1,12437829351331E+019",35,2,1
1755476907,2,1,,"1,65646475278537E+018",0,"




Com o poder e autoridade da Bem-Amada Presença Divina EU SOU, apelo a Vós, Bem-Amado Elohim da Pureza: eu Vos amo, louvo e agradeço o grande serviço que tendes prestado a mim e a toda a humanidade. Encerrai-me, encerrai-me, encerrai-me e a todos os homens em Vossa Pureza Oval, e flamejai a Luz Branca que afasta qualquer corrente de energia que possa rebaixar a freqüência vibratória do meu corpo.



EU SOU quem ordena à pureza penetrar em cada elétron de minha aura, de meus corpos físico, etérico, emocional e mental. A pureza deve agora expandir-se, expandir-se, expandir-se em torno de mim, e todas as limitações e trevas de meu mundo se dissolverão.

Agradeço a realização deste apelo feito em nome da Divina Presença EU SOU.&nbsp;
",,http://3.bp.blogspot.com/-q6KTsUnk3w0/UDPuQbXcxuI/AAAAAAAAAWA/iItNO13Lw-gdRlYRC9bnVG0r7leJf97wACKgB/s1600/arcanjo-gabriel.jpg,0,0.51428384,,Klara Luz,5,10,,"3,02623065639829E+018",0.034013605442176874,Apelo de proteção à flamejante luz branca,"4,62286302961026E+018",147,2,0.6495
1755476909,0,0.6879,,"1,61820658901059E+018",0,"Stocking- Version CassinoWell... Agora Panty And Stocking se tornou uma febre no mundo cosplay. ;DE é triste admitir que até a pessoa que a você trás lindas fotos ""picantes"" de cosplay entrou para essa febre. Yes... Fiz cosplay dela sim, é tenso admitir, pois é o que menos gostei até o momento, mas logo devo refaze-lo. ",,http://4.bp.blogspot.com/-anY3cTHEWpw/Tw4j6LlfISI/AAAAAAAAAug/zuB6S09Luug/s1600/pawsg___cardplay_by_mikageakizuki-d4gqpg9.jpg,0,0.40476996,,Ryuutaro Girl,2,5,,"6,20341699549243E+017",0.054545454545454536,,"1,35519891946884E+019",55,2,1
1755476910,1,0.6615,,"1,63655191736083E+017",2,"Gente, esse final de semana eu pintei meu cabelo de azul pela quarta vez! Detalhe... Sozinho dentro do banheiro! Pintei tantas vezes devido desbotar bastante com o tempo, de azul passa a ser verde (droga!). E quem me conhece sabe que eu não sou muito fã dessa cor (sonserina-no-way. Corvinal-owna!). Andei dando uma olhada em dicas para manter por mais tempo a cor azulada no cabelo. E dizem que lavar as madeixas &nbsp;com água tratada, (aquela água que não tem aquele chato cloro que deixa seu cabelo xoxado, sacas?) é uma saída. Enfim, vou saber se é verdade e posto logo depois aqui no&nbsp;VAM.

Abraço leitores e leitoas. -q


",,http://2.bp.blogspot.com/-Zafz748v2Bs/T7FuMVc6-bI/AAAAAAAAArs/HLpvzosh9SI/s1600/David+Marinho+cabelo+azul.jpg,0,0.43890524,"Cabelo,dicas",David Marinho.,2,6,,"1,56913559143374E+017",0.034188034188034185,"TÁ-MARINHO-MARINHO,É!","8,12358430350104E+018",117,2,0.66
1755476911,2,0.6646,,"1,65681637214033E+018",0,"
Mulheres que fequentam Igreja são mais felizes, mostram também maior capacidade para resolver problemas.




Um estudo recente mostra que as mulheres que frequentam regularmente a Igreja são mais imunes aos altos e baixos da vida, e geralmente são mais felizes.

Alexander Ross, do Instituto de Ciências Psicológicas, é o autor da pesquisa, que teve como objetivo investigar o grau de felicidade das mulheres americanas nos últimos 36 anos.

Ross descobriu que ir regularmente à Igreja é um fator significativo na felicidade das mulheres. Verificou-se, de fato, que uma inflexão desta frequência no período 1972-2008 teve um impacto direto sobre a felicidade das mulheres que participaram do estudo.

MUDANÇAS SOCIAIS.

Da mesma forma, as mulheres que afirmam frequentar regularmente a Igreja parecem mais imunes aos elementos que causaram o declínio geral da felicidade na sociedade.

""Dado que as mudanças que a nossa sociedade tem sofrido nas últimas décadas têm tido um impacto negativo sobre a felicidade das mulheres - disse Ross -, a análise permite concluir que as mulheres que frequentam a Igreja são menos sensíveis a este impacto.""

Embora as expectativas sobre os papéis entre homens e mulheres tenham mudado nas últimas décadas, pode-se dizer que mudaram mais radicalmente para as mulheres"".

""No contexto de uma maior sensação de desintegração social, talvez as mulheres tenham se beneficiado mais do que os homens da influência estabilizadora de uma visita regular à Igreja.""

""Santo Agostinho não ficaria surpreso com o que descobrimos, porque ele ensinou que o maior bem para a humanidade é Deus"", concluiu Ross.",,http://1.bp.blogspot.com/-lM51KJp057Y/UEU6mUbO13I/AAAAAAAAAcc/773C5wRJh6w/s1600/mulheres_felizes.jpg,0,0.59612316,,Missão Católica VIDA NOVA,5,12,,"7,39109676522511E+018",0.02564102564102564,MULHERES QUE FREQUENTAM IGREJA SÃO MAIS FELIZES!,"1,00608859931371E+019",273,2,1
1755476912,2,1,,"1,65701962819989E+017",3,"



O teu Deus ordenou a tua força;

fortalece, ó Deus,

o que já fizeste para nós.

Salmos 68:28



Que a fonte de esperança, possa enchê-lo&nbsp;

completamente com força, paz e alegria&nbsp;

através do poder do Espírito Santo

em suas batalhas diárias!
",,http://3.bp.blogspot.com/-L0V6lJhTr8E/VlJNtzVr2tI/AAAAAAAAC2E/kJwa5Kw7hlQ/s1600/images.jpg,0,0.49979505,Reflexões,Isabel Meneses,1,5,,"4,63974389983459E+018",0.0784313725490196,"Força, paz e alegria","6,06618231956954E+018",51,2,0.6967
1755476913,2,1,,"1,65701962819989E+017",2,"



E o Senhor vos aumente, e faça crescer

em amor uns para com os outros,

e para com todos, como também

o fazemos para convosco;

1 Tessalonicenses 3:12



Um ato de amor prova-nos

&nbsp;que o outro pensa em nós;

Um ato de amor prova que os

&nbsp;sentimentos não são supérfluos;

Um ato de amor muda a atmosfera,

&nbsp;cura, fortalece, encoraja!

Não desdenhes da potência de um ato de amor...

Imagine o impacto se todos decidirmos

&nbsp;fazer um ato de amor a cada dia...&nbsp;

A começar com a nossa família,&nbsp;

com os amigos, com os vizinhos...
",,http://3.bp.blogspot.com/-Ty6v5j2Ai5o/VkUj1NICvUI/AAAAAAAACys/9RPlye0kn24/s1600/download.jpg,0,0.45769218,Reflexões,Isabel Meneses,2,9,,"1,92460696241089E+018",0.06194690265486725,A potência de um ato de amor,"6,06618231956954E+018",113,2,1
1755476914,0,1,,"1,6368044666679E+018",4,"
Eu não gosto dos padrões de ""beleza"" impostos pela sociedade, a cada dia eles tentam te fazer uma lavagem cerebral. Eles te dizem como agir, comportar, falar, ouvir, vestir...e querem nos fazem de marionetes. E acabamos por seguir as regras deles, talvez por medo ou receio do preconceito alheio, então fingimos ser o que não somos para sermos aceitos pela nossa alienada sociedade. Acontecem várias atrocidades: matam por ganância, morrem por deuses que não existem e coisas das quais nem quero lembrar, e ainda acham normal. Não, não somos obrigados a seguir o que eles querem! Se te disserem que é o certo e/ou está na moda usar uma melancia no pescoço, você vai usar? Eu também não. No mais, há aqueles que não hesitam em ser diferente, não omitem seu verdadeiro estilo, esses sim são corajosos e eu os admiro. Eu não quero ser &nbsp;só mais uma cópia ambulante, prefiro ser diferente, eu mesma.
(Breeh)",,http://2.bp.blogspot.com/-3trXiop0AS8/TWcFo0yJ5uI/AAAAAAAAAEY/XGED0ZRX8co/s1600/Imagem05.jpg,2,0.4061588,,Mundo estranho,6,10,,"3,97600822850448E+017",0.022857142857142857,Fora do padrão,"1,2435795299578E+019",175,2,0.6306
1755476915,2,1,,"1,61156831085312E+018",1,"Olá leitores desse decadente blog... to brincando viu??? Bom, queria primeiro pedir a quantidade infinita de desculpas para quem gosta do nosso blog e visitava aqui e não tinha nenhuma atualização, mas sabe como é a vida =DIf you don´t speak portuguese, don´t forget to use the translator.Então nesse post, eu e a Nick estamos em conjunto aqui, é sobre um programa que os guys gravaram sobre uma caça a fantasmas. O programa, é basicamente, uma visita a lugares mal assombrados, com uma a presença de uma tia que dá medo tambem. hahahahaahahaha mas é bem legal, tenho certeza que se você ainda não viu, vai gostar muito, e quem ja assitiu, vale a pena ver de novo, né? impossivel não querer ver.O programa é meio longo, tem  11 partes no Youtube, tire um tempinho da sua madrugada para assitir ;)Parte 1-Parte 2-Parte 3-Parte 4-Parte 5-Parte 6-Parte 7-Parte 8-Parte 9-Parte 10-Parte 11-Depois de voce ter visto todos os videos, espero que tenha gostado( e man o copo mexe porra, hahahahaha)  mas então, é muito legal esse programa, mostrou bem o verdadeiro lado de cada um em frente ao perigo, tire as suas próprias conclusões, e comente aqui no post =DAh, queria agradecer a TODOS do twitter, cada uma das pessoas que eu(Pedro) e a Nick conversamos lá. e não esqueça de sempre visitar agente lá @Mc3rdBlogBy: Pedro e Nick",,http://1.bp.blogspot.com/_RnQpixBEEnI/TACMzjNEg4I/AAAAAAAAAEM/2shdI3J3txs/s1600/tumblr_l1yrs8P5SZ1qbkas6o1_500_large.jpg,2,0.41145304,,P.,9,17,,"8,03525220995427E+018",0.03187250996015936,GhostBusters,"1,13712716130486E+019",251,2,0.6506
1755476916,1,0.7105,,"1,65748087770801E+018",3,"
Saudações, pessoas!
Como já devem estar cansados de saber, o Halloween é amanhã e como não poderia faltar uma série de fotos de abóboras decoradas para tal assombrosa festa, fiz uma seleção de abóboras à la halloween, só que para Geeks:


Super Mario, inconfundível


Mais para os fãs do Mario 8-bits


Luke i'm your father...


Clássicos controles


Autobots &amp; Decepticons


The Simpsons ♫


Pac


Space Invaders


Stewie Griffin


Logan, ficou bem assustador não é?


Para os fãs de Harry


Um dia terei um desse...


iPod e iPhone? Graças a ele!


Bill Gates, sem palavras...
Caro habitante desta dimensão conturbada, gostaram? Espero que sim.
Que a força esteja com você.",,"http://4.bp.blogspot.com/_JfuTbwrdE1w/TMyopeBe3HI/AAAAAAAAAUc/A9QRouolRAU/s1600/0,,43726193,00.jpg",2,0.47383457,Fotos incríveis,peter myers,3,5,,"2,25958553081686E+018",0.016528925619834708,"O Halloween é para todos, Geeks não estão de fora","1,80800368051603E+019",121,2,1
1755476917,2,1,,"1,62425669859726E+018",0,"&nbsp;&nbsp;&nbsp;

&nbsp;&nbsp;&nbsp;&nbsp; &nbsp;Hoje é um dia muito especial para a cidade de Guaira.O Preletor da Sede Internacional Heitor Miyazaki estara das 14 as 19 horas ministrando um curso para os dirigentes da Seicho No Ie de Guaira e logo apos apartir das 19:30 uma Conferencia Especial ""AChave para a Solução de todos os seus problemas"".
&nbsp;&nbsp;&nbsp;&nbsp; Heitor Miyazaki tem percorrido todo o país e também o exterior, e suas preleções, sempre eloqüentes e vibrantes, são prestigiadas por milhares de pessoas. Também pela televisão, suas mensagens são ouvidas de norte a sul, e suas orientações têm sido extremamente úteis a um incontável número de pessoas. 
&nbsp;&nbsp;&nbsp;&nbsp; O proeminente professor ingressou à Seicho-no-Ie, ainda criança quando acompanhava seus avós às reuniões semanais. Em 1968, formou-se preletor e tornou-se conhecido, desde então, pelas suas sábias orientações pessoais oferecidas aos seus interlocutores. Atualmente Miyazaki, exerce a função de diretor da Seicho-no-Ie do Brasil.
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Heitor esteve&nbsp;dia 25 de julho em São Paulo na Convenção nacional da AJSI onde ele ministrou uma brilhante palestra para os jovens.
&nbsp;&nbsp;&nbsp;&nbsp; Para a palestra dessa noite espera se inumeras pessoas tanto de Guaira quanto da região.As cidades de Ipuã, São Joaquim da Barra e Conceição das Alagoas ja confirmaram presença.
&nbsp;&nbsp;&nbsp;&nbsp; Os interessados podem estar adquirindo o convite na portaria da sede da Seicho No Ie no valor de R$ 10,00, ao termino do evento havera um coquetel.",,http://2.bp.blogspot.com/_idr6Q0_PWJo/TFF8oRZdATI/AAAAAAAAAHY/md1MHmTY7rc/s1600/heitor+miyazaki.jpg,0,0.54040694,"conferencia,guaira,heitor miyazaki,solução de todos os seus problemas",Associação de Jovens da Seicho-No-Ie de Guaira-SP,2,6,,"1,30026808089077E+018",0.013888888888888888,Hoje tem Conferencia Especial com o Prel da Sede Internacional Heitor Miyazaki,"1,4081936683257E+019",288,2,1
1755476918,2,1,,"1,65781073280038E+018",0,"Não, Eu Não Me Arrependo de NadaNão! Nada de nada...Não! Eu não lamento nada...Nem o bem que me fizeramNem o mal - isso tudo tanto faz!Não, nada de nada...Não! Eu não lamento nada...Está pago, varrido, esquecidoNão me importa o passado!Com minhas lembrançasAcendi o fogoMinhas mágoas, meus prazeresNão preciso mais deles!Varridos os amoresE todos os seus temoresVarridos para sempreRecomeço do zero.Não! Nada de nada...Não! Não lamento nada...!Nem o bem que me fizeramNem o mal, isso tudo tanto faz!Não! Nada de nada...Não! Não lamento nada...Pois, minha vida, pois, minhas alegriasHoje, começam com você!Non, Je Ne Regrette RienEdith PiafComposição: Michel Vaucaire / Charles Dumont",,http://3.bp.blogspot.com/-8DHq-5FexNI/Tp7aPUshniI/AAAAAAAAAG4/0nNq7C9cAHA/s1600/piaf.jpg,2,0.49633637,"Amor,Arrependimento,Reiniciar",Patie Lamac,7,8,,"7,4647053080322E+018",0.00746268656716418,,"7,53187756782387E+018",134,2,1
1755476919,2,0.7033,,"1,65784551097721E+018",0,"Que quando você sonha com uma pessoa, essa pessoa foi dormir pensando em você?Você sabia quando a pessoa que você gosta olha para você e depois olha para baixo, ela está louca por você?Você sabia que quando uma pessoa olha diretamente nos olhos ela te ama mais do que você pensa?Você sabia quando a pessoa olha para você muitas vezes, ela não pode viver sem você?Você sabia quando ela sai e diz vários adeus, porque ela não quer deixar você ir?",,http://2.bp.blogspot.com/-bR3swxupDBQ/TcSsC344LZI/AAAAAAAAAd4/bszCzgROCa0/s1600/Voc%25C3%25AA%2Bsabia.jpg,0,0.48364502,,Miho,2,3,,"6,99127837836074E+018",0.011363636363636364,Você sabia?,"1,48561710174295E+019",88,2,0.6863
1755476920,2,0.6622,,"1,65784551097721E+018",0,"quando você encontrar a pessoa que merece seu coração, você vai entender porque as coisas não funcionaram com todos os outros...quando você ama Não precisa dizer que ama, já terá que estar na cara isso. ",,http://2.bp.blogspot.com/-MSk2qEC_pyo/TcW6rtdkCyI/AAAAAAAAAeI/Jp1G3ys2v6s/s1600/tumblr_l4nc09OV6O1qzhssko1_500.jpg,0,0.48364502,,Miho,0,4,,"1,55297094818584E+017",0.10256410256410256,...,"1,48561710174295E+019",39,2,1
